Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10
83HoW9X;barbell upright row v. 2;Remo vertical con barra v.2;delts;shoulders;barbell;https://static.exercisedb.dev/media/83HoW9X.gif;Step:1 Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Step:2 Let the barbell hang in front of your thighs, arms fully extended. | Step:3 Keeping your back straight, exhale and lift the barbell straight up towards your chin, leading with your elbows. | Step:4 Pause for a moment at the top, then inhale and slowly lower the barbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con los pies a la anchura de los hombros y sujeta la barra con agarre prono algo más que el ancho de hombros.
Step:2 Deja colgar la barra frente a tus muslos con los brazos totalmente extendidos.
Step:3 Manteniendo la espalda recta, exhala y eleva la barra hacia la barbilla flexionando codos hacia afuera.
Step:4 Haz una pausa rítmica arriba sintiendo la contracción en hombros y trapecios.
Step:5 Baja lentamente la barra a la posición inicial y repite.";traps, biceps
fI18Rbc;barbell upright row v. 3;Remo vertical con barra v.3;delts;shoulders;barbell;https://static.exercisedb.dev/media/fI18Rbc.gif;Step:1 Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Step:2 Let the barbell hang in front of your thighs, arms fully extended. | Step:3 Keeping your core engaged and back straight, exhale as you lift the barbell straight up towards your chin, leading with your elbows. | Step:4 Pause for a moment at the top, then inhale as you slowly lower the barbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Sujeta la barra con un agarre prono un poco más abierto que tus hombros.
Step:2 Mantén el core activado y la espalda totalmente recta durante el ejercicio.
Step:3 Exhala mientras tiras de la barra hacia tu mentón, guiando siempre con los codos altos.
Step:4 Haz una pausa marcada en el punto de máxima contracción.
Step:5 Inhala mientras bajas la barra con control total hasta estirar los brazos.
Step:6 Repite el movimiento las veces indicadas.";traps, biceps
jjUPrze;smith standing military press;Press militar de pie en Multipower;delts;shoulders;smith machine;https://static.exercisedb.dev/media/jjUPrze.gif;Step:1 Stand with your feet shoulder-width apart and your knees slightly bent. | Step:2 Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Lift the barbell off the rack and bring it down to shoulder level, with your palms facing forward. | Step:4 Press the barbell upward until your arms are fully extended overhead. | Step:5 Pause for a moment at the top, then slowly lower the barbell back down to shoulder level. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Ajusta la barra de la Multipower a la altura de tus hombros y ponte de frente.
Step:2 Sujeta la barra con agarre prono, un poco más abierto que tus hombros.
Step:3 Saca los seguros y coloca la barra a la altura del pecho superior.
Step:4 Presiona la barra hacia el techo hasta estirar los brazos por completo sobre la cabeza.
Step:5 Haz una pausa arriba y baja la barra de nuevo al pecho superior con control.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";triceps, upper back
ZEkjZDi;kettlebell seated two arm military press;Press militar sentado con pesas rusas (a dos manos);delts;shoulders;kettlebell;https://static.exercisedb.dev/media/ZEkjZDi.gif;Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold a kettlebell in each hand at shoulder level with your palms facing forward. | Step:3 Press the kettlebells overhead by extending your arms fully. | Step:4 Pause for a moment at the top, then slowly lower the kettlebells back to shoulder level. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Siéntate en un banco con la espalda recta y pies apoyados firmes.
Step:2 Sujeta una pesa rusa en cada mano en posición de rack (sobre los hombros).
Step:3 Presiona ambas pesas sobre tu cabeza de forma simultánea estirando los brazos.
Step:4 Haz una pausa rítmica arriba estabilizando la carga.
Step:5 Baja lentamente las pesas a la posición de rack inicial.
Step:6 Repite el movimiento manteniendo el torso erguido.";triceps, upper back
peAeMR3;band shoulder press;Press de hombros con banda elástica;delts;shoulders;band;https://static.exercisedb.dev/media/peAeMR3.gif;Step:1 Stand with your feet shoulder-width apart and place the band under your feet. | Step:2 Hold the band with your palms facing forward and raise your hands to shoulder height, elbows bent. | Step:3 Press the band overhead, fully extending your arms. | Step:4 Pause for a moment at the top, then slowly lower the band back to shoulder height. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie y pisa el centro de la banda elástica con ambos pies.
Step:2 Sujeta los extremos de la banda a la altura de los hombros con las palmas al frente.
Step:3 Presiona la banda hacia arriba estirando los brazos totalmente sobre tu cabeza.
Step:4 Haz una pausa arriba venciendo la resistencia elástica.
Step:5 Baja lentamente las manos de vuelta a la altura de los hombros.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";triceps, upper back
S8mo30S;barbell standing front raise over head;Elevación frontal con barra sobre la cabeza;delts;shoulders;barbell;https://static.exercisedb.dev/media/S8mo30S.gif;Step:1 Stand with your feet shoulder-width apart, holding a barbell in front of your thighs with an overhand grip. | Step:2 Keep your back straight and engage your core. | Step:3 Slowly raise the barbell in front of you, keeping your arms straight and your palms facing down. | Step:4 Continue lifting until the barbell is slightly above shoulder level. | Step:5 Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con pies a la anchura de hombros y sujeta la barra frente a tus muslos con agarre prono.
Step:2 Mantenga la espalda recta y el core activado.
Step:3 Eleva la barra rítmicamente hacia adelante y arriba, sin detenerte en los hombros.
Step:4 Sube hasta que la barra esté totalmente sobre tu cabeza.
Step:5 Haz una pausa marcada arriba y baja lentamente con control hasta el inicio.
Step:6 Repite el movimiento evitando usar el impulso de la cadera.";triceps, upper back
b2Uoz54;barbell front raise;Elevación frontal con barra;delts;shoulders;barbell;https://static.exercisedb.dev/media/b2Uoz54.gif;Step:1 Stand with your feet shoulder-width apart and hold a barbell in front of your thighs with an overhand grip. | Step:2 Keep your arms straight and lift the barbell forward and upward until it reaches shoulder level. | Step:3 Pause for a moment at the top, then slowly lower the barbell back down to the starting position. | Step:4 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con los pies a la anchura de los hombros.
Step:2 Sujeta la barra frente a tus muslos con las palmas hacia atrás (agarre prono).
Step:3 Mantén los brazos casi estirados y eleva la barra hacia adelante hasta la altura de los hombros.
Step:4 Haz una pausa rítmica arriba sintiendo la tensión en el deltoides frontal.
Step:5 Baja lentamente la barra a la posición inicial.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";biceps, triceps
7uFJuXp;weighted kneeling step with swing;Zancada de rodillas con balanceo;delts;shoulders;weighted;https://static.exercisedb.dev/media/7uFJuXp.gif;Step:1 Start in a kneeling position with your knees hip-width apart and your back straight. | Step:2 Hold a weight in each hand, with your arms extended straight down in front of you. | Step:3 Engage your core and swing the weights up and overhead, keeping your arms straight. | Step:4 Lower the weights back down to the starting position and repeat for the desired number of repetitions.;"Step:1 Empieza arrodillado en el suelo con el torso recto y una pesa en cada mano.
Step:2 Adelanta una pierna para quedar en posición de media zancada.
Step:3 Al incorporarte, balancea los pesos hacia adelante y arriba manteniendo los brazos rectos.
Step:4 Regresa con control a la posición de rodillas inicial mientras bajas los brazos.
Step:5 Repite el movimiento alternando la pierna que avanza.";triceps, core
f1jf47L;dumbbell seated shoulder press (parallel grip);Press de hombros sentado con mancuernas (Agarre neutro);delts;shoulders;dumbbell;https://static.exercisedb.dev/media/f1jf47L.gif;Step:1 Sit on a bench with a dumbbell in each hand, palms facing inward. | Step:2 Raise the dumbbells to shoulder height, elbows bent and palms facing forward. | Step:3 Press the dumbbells upward until your arms are fully extended overhead. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back to shoulder height. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Siéntate en un banco con respaldo y sujeta las mancuernas con las palmas enfrentadas (neutro).
Step:2 Eleva las mancuernas a la altura de los hombros con los codos cerrados hacia adelante.
Step:3 Presiona las mancuernas hacia el techo hasta estirar los brazos por completo.
Step:4 Haz una pausa arriba y baja lentamente al hombro manteniendo los codos en posición paralela.
Step:5 Repite el movimiento evitando que los codos se abran.";triceps, upper back
5vfAI0I;dumbbell scott press;Press Scott con mancuernas;delts;shoulders;dumbbell;https://static.exercisedb.dev/media/5vfAI0I.gif;Step:1 Sit on a bench with a dumbbell in each hand, palms facing forward. | Step:2 Raise the dumbbells to shoulder height, with your elbows bent and palms facing forward. | Step:3 Press the dumbbells upward until your arms are fully extended. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Siéntate en un banco con respaldo y sujeta una mancuerna en cada mano, palmas hacia adelante.
Step:2 Eleva las pesas al hombro y presiona hacia arriba mientras mantienes el control máximo.
Step:3 Estira los brazos totalmente sobre tu cabeza.
Step:4 Haz una pausa arriba y baja lentamente a la posición inicial frente a los hombros.
Step:5 Repite el movimiento rítmicamente.";triceps, chest
M74kdvm;kettlebell double snatch;Doble arrancada con pesas rusas (Snatch);delts;shoulders;kettlebell;https://static.exercisedb.dev/media/M74kdvm.gif;Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in each hand at arm's length in front of your thighs. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back flat and chest up. | Step:3 In one explosive motion, extend your hips, knees, and ankles, and simultaneously pull the kettlebells up towards your shoulders. | Step:4 As the kettlebells reach shoulder level, rotate your wrists and punch the kettlebells overhead, fully extending your arms. | Step:5 Lower the kettlebells back down to the starting position and repeat for the desired number of repetitions.;"Step:1 Ponte de pie con dos pesas rusas frente a tus muslos.
Step:2 Flexiona ligeramente las rodillas e inclina la cadera atrás con la espalda plana.
Step:3 En un solo movimiento explosivo, extiende cadera y rodillas tirando de las pesas hacia arriba.
Step:4 Cuando las pesas pasen los hombros, rota las manos y empújalas hacia el techo bloqueando brazos.
Step:5 Baja ambas pesas con control entre tus piernas y repite de inmediato.";trapezius, forearms, core
3d7wHyd;dumbbell bench seated press;Press de hombros sentado en banco con mancuernas;delts;shoulders;dumbbell;https://static.exercisedb.dev/media/3d7wHyd.gif;Step:1 Sit on a bench with a dumbbell in each hand, resting on your thighs. | Step:2 Lean back and position the dumbbells to the sides of your chest, palms facing forward. | Step:3 Press the dumbbells upward until your arms are fully extended. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Siéntate apoyando bien la espalda en el respaldo del banco.
Step:2 Coloca las mancuernas a los lados de tu pecho con las palmas hacia adelante.
Step:3 Presiona las mancuernas hacia arriba hasta que tus brazos estén totalmente estirados sobre tu cabeza.
Step:4 Haz una pausa arriba sintiendo la contracción del hombro.
Step:5 Regresa lentamente a la posición inicial de press.
Step:6 Repite el movimiento las veces indicadas.";triceps, chest
hrrS0Ed;dumbbell seated lateral raise v. 2;Elevación lateral sentado con mancuernas v.2;delts;shoulders;dumbbell;https://static.exercisedb.dev/media/hrrS0Ed.gif;Step:1 Sit on a bench with your feet flat on the ground and a dumbbell in each hand, resting on your thighs. | Step:2 Keep your back straight and core engaged. | Step:3 Raise the dumbbells to your sides with a slight bend in your elbows, until your arms are parallel to the ground. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Siéntate en el borde de un banco con los pies apoyados y una mancuerna en cada mano.
Step:2 Mantén la espalda recta y el core activado.
Step:3 Eleva las mancuernas hacia los lados con una mínima flexión de codo hasta que los brazos estén paralelos al suelo.
Step:4 Haz una pausa arriba y baja lentamente al inicio.
Step:5 Repite el movimiento evitando usar el impulso del cuerpo.";traps, triceps
2KGnL6M;lever one arm shoulder press;Press de hombros a una mano en máquina de palanca;delts;shoulders;leverage machine;https://static.exercisedb.dev/media/2KGnL6M.gif;Step:1 Adjust the seat height and position yourself on the machine with your back against the pad. | Step:2 Grasp the lever handle with one hand and position your elbow at a 90-degree angle. | Step:3 Press the lever upward until your arm is fully extended overhead. | Step:4 Pause for a moment at the top, then slowly lower the lever back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch to the other arm.;"Step:1 Ajusta el asiento de la máquina y apoya bien la espalda en el respaldo.
Step:2 Sujeta una manija con la mano y coloca el codo en un ángulo de 90 grados.
Step:3 Presiona la palanca hacia arriba hasta estirar el brazo por completo sobre tu cabeza.
Step:4 Haz una pausa arriba y baja lentamente a la posición inicial con control.
Step:5 Repite las veces necesarias y cambia de brazo.";triceps, upper back
67n3r98;lever shoulder press;Press de hombros en máquina de palanca;delts;shoulders;leverage machine;https://static.exercisedb.dev/media/67n3r98.gif;Step:1 Adjust the seat height and position yourself on the machine with your back against the backrest. | Step:2 Grasp the handles with an overhand grip and position your hands at shoulder level. | Step:3 Push the handles upward until your arms are fully extended, but do not lock your elbows. | Step:4 Pause for a moment at the top, then slowly lower the handles back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ajusta la altura del asiento y siéntate apoyando bien la espalda en el respaldo.
Step:2 Sujeta las manijas con un agarre prono a la altura de los hombros.
Step:3 Empuja las manijas hacia arriba hasta que sus brazos estén completamente extendidos.
Step:4 Evita bloquear los codos bruscamente para mantener la tensión constante.
Step:5 Haz una pausa arriba y regresa lentamente a la posición inicial.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";triceps, chest
BqgCRif;dumbbell cuban press v. 2;Press cubano con mancuernas v.2;delts;shoulders;dumbbell;https://static.exercisedb.dev/media/BqgCRif.gif;Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height with your palms facing down. | Step:2 Keeping your core engaged and your back straight, press the dumbbells straight up overhead until your arms are fully extended. | Step:3 Rotate your wrists so that your palms are facing forward. | Step:4 Lower the dumbbells back down to shoulder height, rotating your wrists back to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con pies a la anchura de hombros y mancuernas a la altura de hombros, palmas abajo.
Step:2 Mantén el core activado y presiona las mancuernas sobre la cabeza hasta estirar brazos.
Step:3 Rota las muñecas para que las palmas miren al frente arriba.
Step:4 Baja al hombro rotando las muñecas a la posición inicial.
Step:5 Repite la secuencia técnica completa.";triceps, upper back
fTlkJop;dumbbell side lying one hand raise;Elevación lateral a una mano tumbado de lado;delts;shoulders;dumbbell;https://static.exercisedb.dev/media/fTlkJop.gif;Step:1 Lie on your side with your legs extended and your head supported by your arm. | Step:2 Hold a dumbbell in your top hand with your palm facing down. | Step:3 Keeping your arm straight, raise the dumbbell up to shoulder height. | Step:4 Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch sides.;"Step:1 Túmbate de lado en un banco plano o colchoneta, apoyando la cabeza sobre tu brazo inferior.
Step:2 Sujeta una mancuerna con la mano superior y la palma mirando hacia abajo (hacia tu muslo).
Step:3 Manteniendo el brazo estirado, eleva la mancuerna lateralmente hacia el techo hasta la altura del hombro.
Step:4 Haz una pausa arriba sintiendo la tensión en el deltoides lateral y baja lentamente al inicio.
Step:5 Completa la serie y cambia de lado.";trapezius, rhomboids
ngPpyRS;barbell seated behind head military press;Press militar sentado tras nuca con barra;delts;shoulders;barbell;https://static.exercisedb.dev/media/ngPpyRS.gif;Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Lift the barbell off the rack and bring it down to shoulder level, behind your head. | Step:4 Press the barbell upward until your arms are fully extended. | Step:5 Lower the barbell back down to the starting position. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Siéntate en un banco con respaldo corto y sujeta la barra con agarre prono ancho.
Step:2 Saca la barra del rack y bájala por detrás de tu cabeza hasta el nivel de tus orejas.
Step:3 Mantén el pecho erguido y el core firme.
Step:4 Presiona la barra hacia arriba de forma potente hasta estirar los brazos por completo.
Step:5 Baja con control absoluto a la posición tras nuca inicial.
Step:6 Repite el movimiento durante el número de repeticiones deseado.";triceps, upper back
CggQhII;lever military press;Press militar en máquina de palanca;delts;shoulders;leverage machine;https://static.exercisedb.dev/media/CggQhII.gif;Step:1 Adjust the seat height and position yourself on the machine with your back against the backrest. | Step:2 Grasp the handles with an overhand grip and position your hands slightly wider than shoulder-width apart. | Step:3 Push the handles upward until your arms are fully extended, but do not lock your elbows. | Step:4 Pause for a moment at the top, then slowly lower the handles back down to the starting position. | Step:5 Repeat for the desired number of repetitions.;"Step:1 Ajusta el asiento y siéntate apoyando la espalda totalmente recta.
Step:2 Sujeta las manijas con un agarre prono algo más ancho que tus hombros.
Step:3 Empuja las palancas hacia arriba de forma explosiva hasta estirar los brazos casi por completo.
Step:4 Baja lentamente hasta la altura de los hombros y repite de inmediato.
Step:5 Realiza el número de repeticiones deseado con control total.";triceps, upper chest
blBXysN;kettlebell two arm military press;Press militar con pesas rusas (a dos manos);delts;shoulders;kettlebell;https://static.exercisedb.dev/media/blBXysN.gif;Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder level with your palms facing forward. | Step:2 Engage your core and press the kettlebells overhead, fully extending your arms. | Step:3 Pause for a moment at the top, then slowly lower the kettlebells back to the starting position. | Step:4 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con pies a la anchura de hombros y sujeta una pesa rusa en cada mano en posición de rack.
Step:2 Activa el core intensamente y presiona ambas pesas sobre tu cabeza estirando los brazos.
Step:3 Haz una pausa arriba para estabilizar la carga un segundo.
Step:4 Baja lentamente las pesas de nuevo a la posición de rack frente a tus hombros.
Step:5 Repite el movimiento con control total.";triceps, upper back
YPoVrBi;cable seated shoulder internal rotation;Rotación interna de hombro sentado en polea;delts;shoulders;cable;https://static.exercisedb.dev/media/YPoVrBi.gif;Step:1 Sit on a bench or chair facing the cable machine with your feet flat on the ground. | Step:2 Hold the cable handle with your arm extended straight out in front of you, parallel to the ground. | Step:3 Keep your elbow slightly bent and your shoulder blades pulled back and down. | Step:4 Slowly rotate your arm inward, bringing the cable handle towards the center of your body. | Step:5 Pause for a moment at the end of the movement, then slowly return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms.;"Step:1 Siéntate de lado a la máquina de poleas con los pies apoyados.
Step:2 Sujeta el agarre de la polea media con la mano interior, manteniendo el codo pegado al costado y flexionado a 90 grados.
Step:3 Mantén las escápulas hacia atrás y abajo y rota el antebrazo hacia el centro de tu cuerpo.
Step:4 Haz una pausa en la máxima rotación interna.
Step:5 Regresa lentamente a la posición inicial controlando el tirón del cable.
Step:6 Repite las veces necesarias y cambia de brazo.";rotator cuff, triceps
Yg7MJAT;dumbbell one arm lateral raise with support;Elevación lateral a una mano con mancuerna (apoyado);delts;shoulders;dumbbell;https://static.exercisedb.dev/media/Yg7MJAT.gif;Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in one hand, with your palm facing your body. | Step:2 Place your other hand on a stable surface, such as a bench or wall, for support. | Step:3 Keep your back straight and engage your core. | Step:4 Raise the dumbbell out to the side, keeping your arm straight and your palm facing down. | Step:5 Continue lifting until your arm is parallel to the ground. | Step:6 Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch sides.;"Step:1 Ponte de pie sujetando una mancuerna en una mano y usa la otra para apoyarte en un soporte estable (banco o pared).
Step:2 Inclina ligeramente el torso hacia el lado del brazo que trabaja.
Step:3 Eleva el brazo lateralmente hasta la altura del hombro manteniendo el codo casi recto.
Step:4 Haz una pausa rítmica arriba sintiendo el aislamiento del deltoides.
Step:5 Baja con control máximo hasta la posición inicial.
Step:6 Repite y cambia de lado.";trapezius, rotator cuff
ocYc6Db;dumbbell standing one arm palm in press;Press militar a una mano con mancuerna (agarre neutro);delts;shoulders;dumbbell;https://static.exercisedb.dev/media/ocYc6Db.gif;Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in one hand at shoulder height with your palm facing inwards. | Step:2 Engage your core and keep your back straight. | Step:3 Press the dumbbell upwards until your arm is fully extended. | Step:4 Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch to the other arm.;"Step:1 Ponte de pie con los pies a la anchura de los hombros y sujeta la mancuerna al hombro con la palma hacia adentro.
Step:2 Activa el core y mantén la espalda recta.
Step:3 Presiona la mancuerna verticalmente hasta estirar el brazo por completo.
Step:4 Haz una pausa arriba y baja lentamente al hombro manteniendo el codo cerrado.
Step:5 Repite el número de veces deseado y cambia de brazo.";triceps, core
xHKN2s8;barbell one arm snatch;Arrancada a una mano con barra (Snatch);delts;shoulders;barbell;https://static.exercisedb.dev/media/xHKN2s8.gif;Step:1 Stand with your feet shoulder-width apart, toes pointing slightly outwards. | Step:2 Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Step:3 Bend your knees and lower your hips into a squat position, keeping your back straight and chest up. | Step:4 Explosively extend your hips, knees, and ankles, driving the barbell upwards. | Step:5 As the barbell reaches chest level, pull it upwards with your arm, keeping it close to your body. | Step:6 Rotate your elbow under the barbell and extend your arm fully overhead, locking out your elbow. | Step:7 Lower the barbell back down to the starting position in a controlled manner. | Step:8 Repeat for the desired number of repetitions, then switch arms.;"Step:1 Ponte de pie con los pies a la anchura de los hombros y la barra en el suelo.
Step:2 Sujeta la barra por el centro con una sola mano y agarre prono.
Step:3 Flexiona rodillas y cadera manteniendo la espalda recta y el pecho arriba.
Step:4 Extiende cadera y piernas explosivamente impulsando la barra hacia arriba en línea recta.
Step:5 Cuando la barra pase el pecho, mete el codo por debajo y empuja el brazo hacia el techo bloqueándolo.
Step:6 Recibe la barra arriba con una ligera flexión de piernas para amortiguar.
Step:7 Baja la barra al suelo con control absoluto y repite.";traps, forearms, core
e25F58f;dumbbell one arm reverse fly (with support);Pájaros con mancuerna a una mano (apoyado);delts;shoulders;dumbbell;https://static.exercisedb.dev/media/e25F58f.gif;Step:1 Sit on a bench with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand with your palm facing inwards. | Step:3 Lean forward and place your free hand on the bench for support. | Step:4 Keep your arm slightly bent and raise it out to the side until it is parallel to the ground. | Step:5 Pause for a moment at the top, then slowly lower your arm back down to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms.;"Step:1 Siéntate en un banco con los pies apoyados en el suelo y la espalda recta.
Step:2 Sujeta una mancuerna con una mano manteniendo la palma hacia adentro (agarre neutro).
Step:3 Realiza una bisagra de cadera hacia adelante y apoya la mano libre en el banco para dar estabilidad.
Step:4 Mantén el brazo ligeramente flexionado y elévalo lateralmente hasta que esté paralelo al suelo.
Step:5 Pausa arriba un momento y baja lentamente el brazo a la posición inicial.
Step:6 Repite las veces deseadas y cambia de brazo.";trapezius, rhomboids
e4aFmFY;weighted front raise;Elevación frontal con peso;delts;shoulders;weighted;https://static.exercisedb.dev/media/e4aFmFY.gif;Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with your palms facing your thighs. | Step:2 Keeping your arms straight, exhale and lift the dumbbells in front of you until they are at shoulder level. | Step:3 Pause for a moment at the top, then inhale and slowly lower the dumbbells back down to the starting position. | Step:4 Repeat for the desired number of repetitions.;"Step:1 Ponte de pie con los pies a la anchura de los hombros, sujetando una mancuerna en cada mano con las palmas hacia los muslos.
Step:2 Manteniendo los brazos rectos, exhala y eleva las mancuernas frente a ti hasta el nivel de los hombros.
Step:3 Pausa arriba un momento, inhala y baja lentamente las mancuernas a la posición inicial.
Step:4 Repite las veces deseadas.";biceps, forearms
osdXT3K;kettlebell one arm push press;Push press con kettlebell a una mano;delts;shoulders;kettlebell;https://static.exercisedb.dev/media/osdXT3K.gif;Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder level. | Step:2 Bend your knees slightly and engage your core. | Step:3 Press the kettlebell overhead by extending your arm and fully extending your legs. | Step:4 Lower the kettlebell back to the starting position by bending your knees and bringing the kettlebell back to your shoulder. | Step:5 Repeat for the desired number of repetitions, then switch sides.;"Step:1 De pie con los pies a la anchura de los hombros, sujeta una pesa rusa con una mano a la altura del hombro.
Step:2 Flexiona ligeramente las rodillas y mantén el core activo.
Step:3 Empuja la pesa sobre la cabeza extendiendo el brazo y estirando las piernas de forma explosiva.
Step:4 Baja la pesa a la posición inicial flexionando las rodillas y devolviéndola al hombro.
Step:5 Repite las veces deseadas y cambia de lado.";triceps, core
kTbSH9h;barbell seated overhead press;Press de hombros sentado con barra;delts;shoulders;barbell;https://static.exercisedb.dev/media/kTbSH9h.gif;Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Lift the barbell off the rack and bring it to shoulder level, with your elbows bent and palms facing forward. | Step:4 Press the barbell overhead by extending your arms fully. | Step:5 Pause for a moment at the top, then slowly lower the barbell back to shoulder level. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Siéntate en un banco con la espalda recta y los pies apoyados en el suelo.
Step:2 Sujeta la barra con agarre prono, un poco más ancho que la anchura de los hombros.
Step:3 Saca la barra del rack y llévala a nivel del hombro, con codos flexionados y palmas al frente.
Step:4 Empuja la barra sobre la cabeza extendiendo los brazos completamente.
Step:5 Pausa arriba un momento y baja lentamente la barra hasta el nivel de los hombros.
Step:6 Repite las veces deseadas.";triceps, upper back
903mzG8;smith shoulder press;Press de hombros en máquina Smith;delts;shoulders;smith machine;https://static.exercisedb.dev/media/903mzG8.gif;Step:1 Adjust the seat height and position yourself on the smith machine with your feet shoulder-width apart. | Step:2 Grasp the bar with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Lift the bar off the rack and position it at shoulder level, with your elbows bent and palms facing forward. | Step:4 Press the bar upward until your arms are fully extended overhead. | Step:5 Pause for a moment at the top, then slowly lower the bar back down to shoulder level. | Step:6 Repeat for the desired number of repetitions.;"Step:1 Ajusta la altura del asiento y colócate en la Multipower con los pies a la anchura de los hombros.
Step:2 Sujeta la barra con agarre prono, ligeramente más ancho que los hombros.
Step:3 Saca la barra del rack y ponla a nivel de hombros, codos flexionados y palmas al frente.
Step:4 Empuja la barra hacia arriba hasta la extensión completa sobre la cabeza.
Step:5 Pausa arriba y baja lentamente la barra hasta el nivel de los hombros.
Step:6 Repite.";triceps, upper back
laVRfDf;dumbbell standing front raise above head;Elevación frontal de pie sobre la cabeza;delts;shoulders;dumbbell;https://static.exercisedb.dev/media/laVRfDf.gif;Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an overhand grip. | Step:2 Keep your arms straight and lift the dumbbells in front of you, raising them above your head. | Step:3 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Step:4 Repeat for the desired number of repetitions.;"Step:1 De pie, pies a la anchura de los hombros, sujetando mancuernas con agarre prono.
Step:2 Brazos rectos, eleva las mancuernas frente a ti hasta pasarlas por encima de la cabeza.
Step:3 Pausa arriba y baja lentamente a la posición inicial.
Step:4 Repite.";trapezius, biceps
Kyd9Rz5;barbell standing wide military press;Press militar de pie agarre ancho;delts;shoulders;barbell;https://static.exercisedb.dev/media/Kyd9Rz5.gif;Step:1 Stand with your feet shoulder-width apart and hold the barbell with an overhand grip, slightly wider than shoulder-width. | Step:2 Lift the barbell to shoulder height, keeping your elbows slightly in front of the bar. | Step:3 Press the barbell overhead, extending your arms fully. | Step:4 Lower the barbell back to shoulder height and repeat for the desired number of repetitions.;"Step:1 De pie, pies a la anchura de los hombros, sujeta la barra con agarre prono ancho.
Step:2 Sube la barra a la altura de los hombros, manteniendo los codos ligeramente adelantados.
Step:3 Empuja la barra sobre la cabeza extendiendo los brazos por completo.
Step:4 Baja al hombro y repite.";triceps, upper back
